,formula_pretty,formation_energy_per_atom
4703,KNO3,-1.4266893160999998
4704,K3SnTe3,-1.0114688470000002
4705,K2HgCl4,-1.7329950308571431
4706,Cs2PaF7,-3.7961197208362067
4707,Ge,0.0
4708,Si2Pd9,-0.45199598954545456
4709,CaZn11,-0.16496461416666688
4710,Ba2GaBiS5,-1.5733184097916666
4711,CaAl9Ni,-0.24065220000000018
4712,Tl3AsO4,-1.4309498437500001
4713,Lu2MgGe2,-0.7195059709999996
4714,Na3H6Ir,-0.4772390179655176
4715,NdMg(BO2)5,-3.0985967976960787
4716,Yb2Sn5Pt3,-0.7773692267500003
4717,CsPr(WO4)2,-2.630239304410921
4718,SrTi4(PO4)6,-3.1046913457142864
4719,Ho6MnTe2,-0.6769698486590036
4720,Cs4Au6S5,-0.8454521124899425
4721,Nd(PO3)3,-2.987920098076924
4722,B9H11,-0.18900603437499938
4723,BaZrO3,-3.6391672450000003
4724,Re2S(ClO2)4,-1.6704547767083322
4725,K6Co2O7,-1.5400375402000008
4726,U2Ti,-0.07786892111111143
4727,Ca4Al6SO16,-3.2958446627083333
4728,PaCdPt2,-0.7365868825000002
4729,Ti3O5,-3.3799429918750006
4730,Sr2CdSn,-0.5381105470833334
4731,Er2(NiB2)3,-0.5865435013636358
4732,Ce3Pb,-0.2789152937499999
4733,NaLiCO3,-2.1699292837771385
4734,CsSm(PO3)4,-2.9249072944220953
4735,Sm12Sn(GeS7)4,-1.8112918431666674
4736,Ti2BRh6,-0.6741482217592597
4737,Lu2ZnRu,-0.4411661462499996
4738,Na2Mg3(MoO4)4,-2.353816655457472
4739,SbBrF8,-2.0848550230000003
4740,CdH3NO5,-1.180692660375
4741,NaTbCl4,-2.5291400210919535
4742,Ba3Bi(ClO)3,-2.7221236712500003
4743,Sm3IrO7,-3.044802431818182
4744,LiHf2Re,-0.20725215458333324
4745,Ba3CaBi2O9,-2.4185805936666673
4746,ZrCoF6,-3.4092998762499995
4747,Th2Co17,-0.11620551815789482
4748,Cs2K2Cd3O5,-1.3994968684885059
4749,Sr2Si,-0.3397854211111113
4750,FeTeAs,-0.396186169166666
4751,La2Ga10Ni,-0.4923889649999997
4752,Na2HgS2,-0.9615985686206898
4753,RbAl(MoO4)2,-2.3733081797916675
4754,SmSe2,-1.9094324598958334
4755,CsH3O2,-1.4452424804885056
4756,Zr2CoCuSn2,-0.46186052416666595
4757,NaAlI4,-1.154857679008621
4758,LuCo3B2,-0.5428598038888891
4759,ErBi2ClO4,-2.4755850312499996
4760,Nb3Zn3N,-0.5549504532142849
4761,K2Cd3S4,-1.060915779833333
4762,CsTa6PbCl18,-1.7648035485742706
4763,ThTi2O6,-3.7904196974074074
4764,ZrCoH3,-0.5002482350000002
4765,KUO3,-3.3393040456
4766,CsRb(MnCl3)2,-1.84087307125431
4767,Cd4P2Br3,-0.6782761515740741
4768,TmAlPd,-0.8968026097222221
4769,CoH12(BrO6)2,-1.016511133240741
4770,Sr6Ge5N2,-0.702696941153846
4771,Na5AlP2(O4F)2,-2.8515434509865902
4772,GdH18(IO3)3,-1.3466175950000001
4773,Nd6Ta4Al43,-0.30466767745283
4774,Sr2MnWO6,-2.7684668011264364
4775,TbCdPd2,-0.7259786449999996
4776,TmAl3Ni2,-0.6560366794444445
4777,LiGaBr4,-1.4556125918055554
4778,Rb,0.0
4779,LuRh,-1.0294162550000001
4780,Nd6Cd(GeS7)2,-1.8079281027717387
4781,Sr(NiAs)2,-0.6626934453333334
4782,Li3UO4,-2.9485476099999994
4783,U7(Pd3S4)8,-0.9572911419047623
4784,Mn(CrS2)2,-0.9852641064901471
4785,CsLa2Br7,-2.395306370543103
4786,Ba2Fe2CuF14,-2.8034159297368424
4787,KNb4AsO13,-2.780238542000002
4788,Ti3In,-0.12693709749999993
4789,U11Se20,-1.4718961605443546
4790,HfH8(SO6)2,-1.8264942922282614
4791,GdCu5,-0.17208428166666678
4792,NbCrSe5,-0.9210043895312491
4793,Ba4UCr2S9,-1.8620251088411468
4794,K2Si(S2O7)3,-1.977597816575001
4795,YCoSi,-0.6950505655555546
4796,Zn,0.0
4797,Yb(ClO4)3,-0.8230467821875003
4798,Sr(PRu)2,-0.9276010746666664
4799,Br2O3,-0.1987005934999999
4800,Ca2CrIrO6,-2.4017410164999986
4801,UHg3(TeCl3)2,-1.3782052108333334
4802,Sb2H18C3(IN)9,-0.5105322464634149
4803,LiBiF4,-2.930694927222222
4804,CsNb(BO3)2,-2.899153798626436
4805,Li2TiSiO5,-3.102776178888889
4806,RbUF5,-3.7588344517857144
4807,Na4Dy2(IrO4)3,-2.113196237438424
4808,Cs3Ge2Sb3O13,-2.069089457561577
4809,HgPt2Se3,-0.5862583586718753
4810,Cu(IO3)2,-0.8261393838888887
4811,SrCo(GeO3)2,-2.275830322166668
4812,Sr2TbBiO6,-2.8154527648333336
4813,Mo2RuSe4,-0.8467900106249989
4814,Tb(NiB)2,-0.5535193706666668
4815,Sm3(P3Pd10)2,-0.7135768381034475
4816,LaInNi5,-0.29256059464285755
4817,MnTlF3,-2.5991811277528734
4818,VH6(OF)3,-1.891103427307693
4819,Ta5Si3,-0.5911734450000008
4820,MoP,-0.6556343416666675
4821,Ba6Na2Ta2V2O17,-3.077867257348395
4822,CsBe2BO3F2,-3.1677185363441893
4823,ZrOs2,-0.3878005049999989
4824,Nd2Nb2S7O30,-2.266163923216463
4825,BaGe3Rh,-0.5629196229999998
4826,Zr5Sn3,-0.5650372350000001
4827,ZrMn6GaSn5,-0.13568185923740061
4828,Sr4U2O9,-3.5719748604444446
4829,Na4Zr2Ti(CO4)4,-2.594045721094083
4830,KHF2,-2.4998851857499997
4831,K7Ta(SO4)6,-2.2907009081513157
4832,Nd2NCl3,-2.4571945291666673
4833,TbTiClO3,-3.5370472838888882
4834,Gd8Sb3O8,-3.110110309473685
4835,Er4TaV7B24,-0.738895477222222
4836,Sr3Rh4Pb13,-0.2872127710000001
4837,Mn3B7ClO13,-2.6663072461649917
4838,MgTi2O5,-3.4263178977083335
4839,LuNi5Sn,-0.3806192096428579
4840,Nd(SiPd)2,-0.9158579199999999
4841,InSb3(PO4)6,-2.3790590597058827
4842,CuHg(SeO3)2,-1.0750781709687502
4843,Y3Rh2,-0.7357976227142851
4844,K4Nb8Si(P2O17)2,-2.94453256833987
4845,FeWO4,-2.0226995100000003
4846,SmIn,-0.4842852025000002
4847,TbH2,-0.8008966966666667
4848,LiAg3,-0.1479633283333337
4849,NdSi,-0.7267459824999998
4850,PuH2,-0.48714979333333375
4851,Zr6Ni16Ge7,-0.5902103912068967
4852,Cs2KGdCl6,-2.513110790886207
4853,NbCu3Te4,-0.5025324437500007
4854,Ba3N,-0.4008138762500004
4855,Mo(PO3)3,-2.536926527564102
4856,Ce2ReC2,-0.29541970299999887
4857,La2MgNiO6,-2.816319449999999
4858,Ba2Yb(CuO2)4,-1.9297933773333331
4859,CaGaH5,-0.3045172032142856
4860,Ca2As3,-0.87864556575
4861,CeCo2,-0.25221423833333273
4862,ZrCdAu2,-0.4542258599999993
4863,Gd2InGe2,-0.7228323470000007
4864,KLaF4,-4.028044111333333
4865,Rb2Li3B(P2O7)2,-2.7430353595833328
4866,Li5InO4,-2.0684074181666667
4867,Rb5Tl11Cd2,-0.10644317912037041
4868,BaIn2Rh,-0.46161633999999996
4869,Cs2Ti(PO4)2,-2.8986164916047743
4870,Gd2Mo2C3,-0.3041219842857125
4871,Cs2As3,-0.4443521791724141
4872,InH10N3O14,-1.1579218819642847
4873,PrFeO3,-2.7599986039999997
4874,LiMg2Zn,-0.13744063583333332
4875,Tb2Mn3Si5,-0.5885983156293093
4876,La(CuGe)2,-0.5590201950000001
4877,B2Pb2S5,-0.7680191721064813
4878,Ti2VS4,-1.5745347527380957
4879,Ba2N,-0.5254665783333335
4880,TmPaO4,-4.207984139444445
4881,KZn(PO3)3,-2.562311944857144
4882,Ba2CaMoN4,-1.1011896865625
4883,Ho2Be2SiO7,-3.5892982354166656
4884,Na2Sr2Al2PO4F9,-3.607494362238506
4885,ReRu3,-0.08759483250000066
4886,Sm2(CuAs)3,-0.7750503625
4887,SrGa2(GeO4)2,-2.4538922574358963
4888,Ba3SmRu2O9,-2.595814465000001
4889,Ba9Nb2CN10O,-1.1672709680434783
4890,SmAlSi,-0.6269898366666672
4891,TmGe2,-0.5992428322222221
4892,SrSiO3,-3.441814202333334
4893,HoIn2Pd,-0.6483780397499999
4894,TbMg3,-0.07951331750000001
4895,Te2Ir,-0.5807211316666674
4896,Eu(BRu)4,-0.35154499435185155
4897,HoInNi4,-0.3969340283333338
4898,P3Rh,-0.5776477499999997
4899,Gd2ZnAg,-0.3418324541666671
4900,Ga2Ru,-0.4133857383333333
4901,Tm2ReB6,-0.6764914078703694
4902,HfCoP,-1.1303348202777777
4903,Hf6Al16Ir7,-0.8190870479310344
4904,CrClO,-2.0239736983333336
4905,ZnP2PbO7,-2.4353718712878787
4906,GdErIn2,-0.4548668875000006
4907,YbZrF7,-3.7785259136111113
4908,NbCoAs,-0.5200601516666671
4909,LiH2N,-0.592201594583333
4910,MgMn2O4,-2.3413131579802973
4911,Zr4O,-1.2407292990000003
4912,V2Ni2O7,-1.9676189961363635
4913,Ba2ScReO6,-3.053275663
4914,Zn(GaTe2)2,-0.6253142607142854
4915,Ba3SrTa2O9,-3.4058772964444453
4916,Sc6Sn5,-0.6664863150000002
4917,Sr(AlS2)2,-1.7531816605952382
4918,CsInTe3O8,-1.7142782298408479
4919,Ta3Te14Pd3,-0.629931835499999
4920,U(AlC)3,-0.18050405642857065
4921,GaSb,-0.2527740787499999
4922,HoZnSi,-0.5949228199999995
4923,Ta2Mn4O9,-2.681686121448276
4924,Sm2(Al3Ir)3,-0.8614096457142862
4925,NaZr2(PO4)3,-3.1684919864750967
4926,Ho3Si2(SnRh3)3,-0.8912476332352943
4927,Ba2DyNbO6,-3.459743938999999
4928,EuMgHg2,-0.4277893562499999
4929,Lu3InN,-1.090059401
4930,Er2Sn2O7,-3.0309409872727273
4931,Pr6CoBr10,-1.896684137647059
4932,MgGeO3,-2.5600480759999997
4933,CeCo2B2C,-0.4683837822222223
4934,KSbClF3,-2.5772500450833338
4935,Al2P3(HO3)3,-2.4497606244117653
4936,HfTlCdF7,-3.282192857583334
4937,KDyBeF6,-3.9003596570000005
4938,NdIO,-3.038139001666666
4939,Cs2LiYCl6,-2.4886019035862064
4940,BaSi3SnO9,-3.092744230000001
4941,H8NF5,-1.5168527026785716
4942,Dy2Ni12As7,-0.5371643564285714
4943,TcO2,-1.883370416666666
4944,PrSi,-0.7059012662499997
4945,Rb14Si6Ge4O17,-2.217995774207317
4946,Pr2Te3,-1.7117063172499996
4947,BeCrFe2,-0.10978631875000033
4948,LuAgHg2,-0.2878670691666665
4949,LiSbS2,-0.9219080836458335
4950,Ga2Se2O7,-1.691454147926136
4951,ReIr3,-0.1522747200000012
4952,Rb2TiCl6,-2.2121387564814814
4953,LaCd2,-0.36524211500000003
4954,BaUTiO6,-3.6218425395370377
4955,Ba(YS2)2,-2.427855845833334
4956,SmNi5,-0.2985129174999995
4957,LuNi4Au,-0.4190597099999997
4958,RbY(BH4)4,-0.4465786407196969
4959,Zr6BCl14,-2.146075249960318
4960,Mg3(PO4)2,-3.0654820643589744
4961,ThMgHg2,-0.3032893750000003
4962,Ho2Al3Si2,-0.5228529985714283
4963,KRb2MnF6,-2.975686553093103
4964,Pr2CBr,-1.0100953968749993
4965,K2NaVOF5,-3.032899843505173
4966,PrZnNi,-0.3665747627777773
4967,LaSi3Os,-0.6111229280000003
4968,NbB2,-0.6938497461111103
4969,NbP2S2Cl5,-1.2202891527916662
4970,Cd2BiAsO6,-1.6573957220000004
4971,Na8Ti5O14,-2.865310084040016
4972,TmInRh2,-0.7994338266666663
4973,AlCu,-0.21342794800000037
4974,LuRh3,-0.5879721475000004
4975,Tb3Co29(Si2B5)2,-0.41472851079710127
4976,Cs2NaTmCl6,-2.5054416789080456
4977,Ta3Ru2,-0.2838460150000003
4978,YbSiIr,-0.8809506008333337
4979,CsAuSe,-0.9275959517582614
4980,Na3GaS3,-1.2481764571828822
4981,CrSbF10,-2.463090611041667
4982,LiSi2N3,-1.3248833863888894
4983,ThInCu5,-0.2082047178571424
4984,Na4Ca(PO3)6,-2.7487337902140316
4985,Mg2Ga5,-0.1243010460714282
4986,Pr(ClO4)3,-0.9867871643750004
4987,RuF5,-2.0203581835416666
4988,K2Mo2P2O11,-2.441368578245099
4989,YbP5O14,-2.651722976583333
4990,Li2InP2HO8,-2.484530768095238
4991,CsTe,-1.0585207977155173
4992,Rb2Cd3S4,-1.0626475641666668
4993,Zr9NiMo4,-0.13778294000000205
4994,Ba3V2O8,-3.018910831538462
4995,HoGe2Pd,-0.7478163868749998
4996,Lu2PbS4,-1.9135388257142851
4997,EuSnP,-0.806807987777777
4998,ZrTe2,-1.1620816233333346
4999,ScCuO2,-2.724842914999999
5000,SmCoSi2,-0.7318972500000003
5001,SrMg2FeH8,-0.4923653738888891
5002,FeAgP2O7,-2.194261136212121
5003,TiMn2Al,-0.3356196697988514
5004,ThTlCuSe3,-1.309765245894096
5005,Al2CdSe4,-1.0807913170535717
5006,PrSbPd,-1.076492124999999
5007,Ca2AgPb,-0.4692150866666669
5008,CsDyZnTe3,-1.3051808504885056
5009,Mn9(NbGe4)2,-0.1936211034936488
5010,U(CoP)2,-0.7873205133333343
5011,MoPO5,-2.356200874047619
5012,SrCaGe,-0.608955515555556
5013,Ca2Al8PbO15,-3.316381144711538
5014,PaZnRu2,-0.39057402250000006
5015,Re2S2O13,-1.852410380661765
5016,MgPt,-0.7116740999999998
5017,Ce(BIr)4,-0.5618079662962967
5018,DyB4,-0.5964320543333329
5019,Cs2Li3GaO4,-2.005658967336207
5020,Eu(Ni5P3)2,-0.6356180608823533
5021,Ba2SmTaO6,-3.5192411065
5022,Tb2SbO2,-3.029474624
5023,Hf6NiSb2,-0.5367185944444451
5024,Na3Pb2S3ClO12,-2.042620711144294
5025,AlH6N2Cl3,-1.0834108173958334
5026,Li2ScP2HO8,-2.8629140295238096
5027,Mg(PtO2)3,-1.379674843
5028,MgRhF6,-2.569522476875
5029,BeTl2F4,-2.707138081309523
5030,Ta3B2,-0.6724638266666674
5031,Ca2IN,-1.3586846449999994
5032,Rb3CoNCl4O3,-1.6778152437500005
5033,SmCdAu,-0.6529278249999995
5034,LiPr2OsO6,-2.803771435833333
5035,KS,-1.1833622688958336
5036,UTaN2,-1.4867168356249998
5037,LaFeO3,-2.8529272640000003
5038,Ca4(H4Rh)3,-0.5753198168421055
5039,PrNbO4,-3.505449699166667
5040,Nd(NiSn)2,-0.531186903999999
5041,Ba(GaP)2,-0.6562344253333329
5042,KMgBi,-0.4682992443333334
5043,ErAlAu,-0.7937850200000008
5044,Ba2ScPaO6,-3.7653940515000004
5045,PNF2,-2.058498198333333
5046,NdN,-1.5349905774999995
5047,NbBO4,-2.9548057465277773
5048,LiEr2Os,-0.27693797208333404
5049,EuMg2,-0.10311894333333349
5050,Nd(YS2)3,-2.3847358443749997
5051,CsCdInTe3,-0.8574326534051728
5052,K6Zn4Sn5S17,-1.0737577501914064
5053,FeBi2Se2Cl3O7,-1.4796269409791667
5054,La2C3,-0.16678124999999824
5055,LiAl5O8,-3.353554159523809
5056,TaB2Mo,-0.6632582495833326
5057,Zr6MnCl14,-2.0322562687110013
5058,YCdAu2,-0.6722614866666667
5059,La5AsPb3,-0.8404498111111107
5060,BBr3,-0.9275176579166664
5061,K3CaPCO7,-2.629738347487179
5062,Sr2CaWO6,-3.0496962263333343
5063,LuMgIn,-0.3219481366666667
5064,SmInPt4,-0.7972954775000005
5065,Na4SnS4,-1.184749329856322
5066,SrP2PdO7,-2.606684040075757
5067,Na3SiSnBO7,-2.5420282068324487
5068,K3GeSe3,-1.1964893165758927
5069,Sr3(GaN2)2,-0.7649122791666672
5070,Ba7B4Se13,-1.5417474063389751
5071,Ti2OsRu,-0.7445155791666682
5072,Mn2As2O7,-1.9034392150783697
5073,Mn(Cu3O4)2,-1.1188901698620697
5074,Ca2TaN3,-1.3385761504166662
5075,U2SnRh2,-0.46635174999999973
5076,RbBS3,-1.0180133337083332
5077,La(TiAl10)2,-0.24554302028985522
5078,CsSiBiS4,-1.1015621557758624
5079,Ba3Ta2Se9,-1.5777196070424107
5080,DySnGe,-0.6269154383333339
5081,CeAl2Ag3,-0.2640738124999995
5082,Li2Sm5Sn7,-0.6682861699404761
5083,Sr9TmV7O28,-3.075034008703704
5084,LiNbRh2,-0.4422452208333336
5085,Er2IrRh,-0.9427778350000002
5086,Ba3ErMn2O9,-2.755540370724139
5087,SrReN3,-0.7285448038333342
5088,Nd2Ti3(BiO6)2,-3.1598580123684217
5089,Cs2KInBr6,-1.7507185603862065
5090,ErGePt,-1.132860091666667
5091,LaCeSb2(SBr)4,-1.6188083808333336
5092,Nb3Os,-0.24167369500000113
5093,TiCuGe,-0.4233570527777779
5094,TmNiB4,-0.5634190963888889
5095,Cs5In3As4,-0.4188036374712641
5096,TiAlAu,-0.49771161777777867
5097,NdNiSb3,-0.7336347414999996
5098,Y3(SiNi3)2,-0.6466462690909083
5099,CeSmB12,-0.4863046749999995
5100,Er2Al3Co,-0.49279733083333416
5101,Cs3Y(PO4)2,-2.9551863817590314
5102,CeBPt3,-0.8761375008333324
5103,YClO,-3.52184639388889
5104,CuAs2Pb6Cl7O6,-1.5531088768181822
5105,K3Si6H6N11,-0.9482037291923072
5106,PuAu3,-0.3685863337499997
5107,LaCoGe3,-0.6177145629999998
5108,CsV3O8,-2.376298548577587
5109,HoMg2Cu9,-0.17533777666666653
5110,Tb11(In3Si2)2,-0.585740724523809
5111,Y2Re3Si5,-0.5582682953333318
5112,Tm4(Al8Pd3)3,-0.699631403153153
5113,CuO,-0.9427949424999991
5114,LaPmZn2,-0.31583082062499956
5115,Sr3Li3(NiN)4,-0.6108225307142854
5116,SmMnO3,-2.9912112375862066
5117,Er2Ni12P7,-0.7722174630158715
5118,NbSn6OF15,-2.739338392934783
5119,LaHO2,-2.9464035312500005
5120,Tb3Tl5,-0.29960867020833337
5121,Na(BH)6,-0.40939348204243997
5122,ErNiSb,-0.9674753700000002
5123,Rb2U6Pt4Se17,-1.2759874482704736
5124,Ho2Mo4O15,-2.52406463404762
5125,Pm2RuRh,-0.41040856999999953
5126,MoP2PbO8,-2.421364251597223
5127,SmAlCu,-0.4097229361111114
5128,Np2SeO9,-2.429506425820314
5129,Ba5Al2Ge7,-0.5273319485714286
5130,Cr2P4Pb3O16,-2.4852037609333344
5131,Zr2GaFe3,-0.3842736462500014
5132,U6Rh2S15,-1.6003110376902168
5133,LiBiF6,-2.489990499791667
5134,KAlSi3O8,-3.246565789461538
5135,PH5CO3,-1.236057233458333
5136,Dy(CoGe)2,-0.6122913079999996
5137,Ce6Si4S17,-1.7904040175231475
5138,Rb2Te2Pd,-0.967251135
5139,HfInRh2,-0.7648363075000004
5140,K(AsIr)2,-0.4575903606000004
5141,Zr9Re4O3,-1.2996315231250026
5142,K3NbSe4,-1.355709496359375
5143,ErP5O14,-2.8322419665833323
5144,LaErSe2,-2.085815349921875
5145,SrPrAl3O7,-3.5517749147222215
5146,GdF3,-4.112800554375
5147,Cs2KFeF6,-2.9513449483862066
5148,Mo15N16,-0.5389062598387094
5149,VGaRu2,-0.4701166768749996
5150,TmCoSn,-0.4866120380555555
5151,Zr6FeTe2,-0.6226218277777775
5152,RbSrCO3F,-2.7843622588095243
5153,Yb3P,-0.4178149683333334
5154,Nd2Mo2O7,-2.9030920368181823
5155,Gd,0.0
5156,Ca5TaTi3Al(SiO5)5,-3.465375082375
5157,Sm2Be2SiO7,-3.5489229912500004
5158,ZnAg2GeS4,-0.6326849288541663
5159,Ba6Gd2Al4O15,-3.394061559444444
5160,Li2Mn3(SeO3)4,-1.7388128640397507
5161,CePt2Au3,-0.5836828124999999
5162,Al7Cu2Rh,-0.37999605850000007
5163,TmCo5P3,-0.8543791379629629
5164,DySnAu2,-0.6939902937500007
5165,RbHfAgTe3,-0.9820176506944449
5166,ErFeB4,-0.6393741440277777
5167,LaAsPd,-1.2636549766666672
5168,Fe3PtN,-0.2517392170000008
5169,Na6U5V2O23,-3.0665495100502875
5170,Pr2Ni5B4,-0.45457816878787843
5171,Nd3InC,-0.3178534780000007
5172,Sr9Cd4Bi9,-0.716679974545455
5173,Ce(PIr)2,-1.0465885113333342
5174,ErIn,-0.4215827650000006
5175,Ba2ZnOsO6,-2.2952134765
5176,Co2(GeSe)3,-0.5299067065039056
5177,NaCa(PO3)3,-2.8599775168965524
5178,Ca2Ag7,-0.23413457740740717
5179,Sc11Ir4,-0.6952727253333336
5180,SrC6,-0.04354507095237941
5181,Pr2AlSi,-0.5703859699999994
5182,PrAlPd,-0.7862768149999992
5183,Er(CoB)4,-0.5175423051851856
5184,CaMn2P2O9,-2.672662590537768
5185,TmAgGe,-0.6331196572222216
5186,Li2Ti(IO3)6,-1.31082131962963
5187,SrAlGeH,-0.5465419691666664
5188,Na3SmMn3(AsO5)3,-2.199368179537931
5189,Ca11InSb9,-1.0553678873809524
5190,NbPt3,-0.6471500212499999
5191,K2(NbS2)3,-1.502608561795455
5192,ErCoC2,-0.35899982874999914
5193,La2H5,-0.7315971114285718
5194,BaCaGe,-0.5828077633333327
5195,PrMgRh,-0.5804377299999999
5196,PaSi3,-0.35784882000000007
5197,La2FeNiO6,-2.6623325450000004
5198,Sr2TbIrO6,-2.7736341768333332
5199,Sm(MnGe)6,-0.29935891635278505
5200,Gd3SbO7,-3.362648602727272
5201,Pb5SO8,-1.6807174641517852
5202,FeNi3,-0.08976254499999925
5203,Tl2Cl3,-1.273710077520833
5204,Ca2AlH10IO8,-1.8842735443181817
5205,GdFe4B,-0.19745308736111156
5206,CeBiPt,-0.9338996716666662
5207,Pr6Mg(GeS7)2,-1.8918194819021743
5208,La2TlCd,-0.3794188683333335
5209,LuCoGe,-0.6756657391666666
5210,Tm(CoB)4,-0.5230093153703694
5211,SmFeB4,-0.525299471944443
5212,Rb2Sc(NO3)5,-1.4240833421739136
5213,Yb2Pt,-0.9496769033333331
5214,Sc5(Si5Ir2)2,-0.8192428428947366
5215,Ca(MnGe)2,-0.3382676931724141
5216,MnAsH2O5,-1.6646890647701156
5217,ScSiAu,-0.7202678816666666
5218,LiYGe,-0.7333054916666666
5219,Rb3P6N11,-0.8014951605000007
5220,TaSiRu,-0.6460173116666665
5221,Ba6Gd(ReO6)3,-2.878242327678573
5222,Cs2AlP3O10,-2.8561067083351297
5223,Pr3IrO7,-2.9731291481818185
5224,TiSiNi,-0.8213968661111105
5225,Na4Eu2SiAs4,-0.6744666196551719
5226,Cs2SnI6,-1.1659962589846744
5227,ReTeSeCl4,-1.0168585014062497
5228,Tm4Ga12Pd,-0.5799664674509803
5229,Ti5Ge4,-0.6858602032407402
5230,TbMoClO4,-2.689502585714286
5231,KBO2,-2.6493241330416666
5232,ZrCu2Te3,-0.699536055833334
5233,Tb2(B2Rh3)3,-0.6366134773529407
5234,BaMg2FeH8,-0.48965047416666724
5235,La3PBr3,-1.9850426365476186
5236,Cs2PtF6,-2.4631886567624517
5237,Ba2LaBiO6,-2.7881723035000006
5238,Ba3CoSb2O9,-2.438003475500001
5239,HfAs2,-0.7527809941666668
5240,TiSO5,-2.5419761736904767
5241,Rb3Au3Cl8,-1.393396995892857
5242,Sr3MgTa2O9,-3.434263062333334
5243,NaNb3(TeO4)4,-2.2339535646479884
5244,Ba4CaV4Cu2F28,-3.354887397435897
5245,Y2Si2O7,-3.6787729190151524
5246,Na3MoN3,-0.5406817317364526
5247,K4Sn21Hg2,-0.14258340025925942
5248,PRu,-0.5626218241666665
5249,Ba2VN3,-1.2177640879166667
5250,SrCrN2,-0.9912788779166668
5251,CsYMnSe3,-1.5742054865933308
5252,CaPrAl3O7,-3.544234077499999
5253,K2GdF5,-3.7280235466875005
5254,SrPrFeCoO6,-2.390245891666667
5255,Mg(IO3)2,-1.4004193850000002
5256,K4In2Si8O21,-2.936316685914286
5257,B3Pb6ClO10,-2.058955985
5258,K2(TcSe2)3,-1.0050164777329547
5259,Rb3P11,-0.31905479279761856
5260,Ce(NiP)2,-1.0096087063333328
5261,CsSb2F7,-2.809689494543104
5262,DyCuS2,-1.6236805815624997
5263,NbFeSb,-0.4020751399999997
5264,Li2Ge7O15,-2.1478983327777783
5265,LiGa5O8,-2.3131777897023804
5266,MgF2,-3.829413601666667
5267,Pr2Si2PbSe8,-1.3293731625961533
5268,CdBi12(Cl7O6)2,-1.6847111389743594
5269,Rb2SrP2O7,-2.915938348194444
5270,DyThFe6,-0.07566306375000072
5271,CsTe4,-0.7292838530862067
5272,NdSiRu2C,-0.555796749000001
5273,Ca4Cd3Au5,-0.6436274841666663
5274,UMo4PbO16,-2.234182087045454
5275,BaLaI4,-1.8700124058333338
5276,K2Zn5As4,-0.33931008827272696
5277,La21Mn8Bi7C12,-0.5417367953843382
5278,LiZnAs,-0.5263031894444445
5279,SrFeP2O7,-2.8243939637121214
5280,V3P6WO24,-2.5793929791176473
5281,Cs2ErCl5,-2.5786413263577583
5282,Ti2Ga3,-0.45939359083333287
5283,Mn13Al4Si2(SbO14)2,-2.48726987312456
5284,Ce3(Al3Pt2)2,-1.1618943146153844
5285,RbHS,-0.9342708418750002
5286,NbH2,-0.3402088633333342
5287,CeCu5Au,-0.22153594999999932
5288,HgSe,-0.44173881867187514
5289,Fe7Sb10(Cl4O9)2,-1.6498684472093026
5290,Li3Gd3(TeO6)2,-2.7532155897500004
5291,Gd2B6Os,-0.5945858758333331
5292,Tm(MnAl2)4,-0.3414275067992929
5293,Lu(NiGe)2,-0.6448360180000001
5294,NpPd3,-0.4455320553125004
5295,Sr2Al5Pd4,-0.740255433939394
5296,Sm2Co17,-0.0687123681578956
5297,KBa2Nb3O9,-3.0972640892000007
5298,Eu2CoTe2(SO7)2,-2.1439032600595236
5299,LaB4(IrOs)2,-0.5044720851851849
5300,YbHgPd2,-0.6559603512500001
5301,Hg2SO4,-1.347171163303571
5302,SrTcN3,-0.5715487353333331
5303,PrAl7Au3,-0.517100938636364
5304,RbFeH4Cl3O2,-1.4823597943181819
5305,TlSO3F,-1.8920308664930563
5306,K2SnTe5,-0.7987412263749998
5307,Y2SiP4O15,-3.183058781439394
5308,Na3PS3O,-1.500918565295438
5309,Al2PbO4,-2.8937835899999995
5310,Sr4NbAlO8,-3.2970671417261905
5311,CsFeCl4,-1.6821973504885055
5312,Ba2GeP2,-0.8516099023333332
5313,Ca2H6Ru,-0.7211570705555559
5314,HoVB4,-0.7213023669444437
5315,Ca5(CoN2)2,-0.8136470429545458
5316,Nd3Se3N,-2.0444198360044643
5317,KLaGeSe4,-1.4647834760535718
5318,K2CdSnSe4,-1.0628146325468748
5319,Cs2KInF6,-3.015724094386207
5320,TiCuSi,-0.5173908594444434
5321,ErRhO3,-2.5966187299999994
5322,K3ZnNCl4O3,-1.7657714574166665
5323,Sr3B6O11F2,-3.2290511036363627
5324,Lu5Bi3,-0.5727956165625008
5325,NdMgZn2,-0.34616099
5326,XeF2,-0.7833930283333336
5327,PmSnRh2,-0.6780882956249998
5328,Cs2Hg6S7,-0.6314970031824714
5329,Cs3LiPb4,-0.25192483464080473
5330,Tm2SO2,-3.6255692872916674
5331,In5AgTe8,-0.5474143426190474
5332,Hf2InC,-0.7095990200000006
5333,ScSnRh2,-0.8764835499999997
5334,TmInRh,-0.7539016399999999
5335,SmTl(MoO4)2,-2.3713854369444456
5336,LiGaRh2,-0.5309520077083327
5337,Y2TlCd,-0.3788303991666675
5338,Cs2UMoO7,-2.7382441920480676
5339,NaSbO3,-2.060651169310345
5340,Mg3Ti9O20,-3.4210834987500007
